EmployeeNumber,Gender,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1572,Female,53,Yes,Travel_Rarely,Research & Development,2,Technical Degree,3,78,Manufacturing Director,4,Married,10169,0,No,16,3,34,4,3,33,7,1,9
1573,Male,38,Yes,Travel_Rarely,Research & Development,2,Medical,3,81,Manufacturing Director,2,Married,4855,4,No,11,3,7,2,3,5,2,1,4
1574,Male,32,No,Non-Travel,Research & Development,1,Technical Degree,4,62,Research Scientist,1,Married,4087,4,No,14,3,9,3,2,6,5,1,2
1576,Female,48,No,Travel_Rarely,Research & Development,15,Other,3,65,Research Scientist,1,Married,2367,8,No,12,3,10,3,2,8,2,7,6
1577,Male,34,No,Travel_Rarely,Research & Development,7,Medical,1,35,Research Scientist,4,Single,2972,1,No,13,3,1,4,1,1,0,0,0
1578,Male,55,No,Travel_Rarely,Sales,26,Marketing,3,60,Manager,4,Married,19586,1,No,21,4,36,3,3,36,6,2,13
1580,Male,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,45,Research Scientist,4,Married,5484,9,No,17,3,9,3,2,2,2,2,1
1581,Female,26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,89,Research Scientist,4,Married,2061,1,No,21,4,1,5,3,1,0,0,0
1582,Male,38,No,Travel_Rarely,Sales,14,Life Sciences,3,80,Sales Executive,2,Married,9924,0,No,11,3,10,3,3,9,8,7,7
1583,Female,38,No,Travel_Rarely,Sales,16,Life Sciences,2,90,Sales Executive,2,Single,4198,2,No,12,3,8,5,4,3,2,1,2
1585,Female,36,No,Travel_Rarely,Sales,1,Life Sciences,2,73,Sales Executive,3,Single,6815,6,No,13,3,15,5,3,1,0,0,0
1586,Male,29,No,Travel_Rarely,Research & Development,3,Medical,2,87,Laboratory Technician,1,Single,4723,1,Yes,18,3,10,3,3,10,9,1,5
1587,Female,35,No,Travel_Rarely,Research & Development,10,Medical,1,51,Healthcare Representative,3,Single,6142,3,Yes,16,3,10,4,3,5,2,0,4
1588,Male,39,No,Travel_Rarely,Sales,6,Medical,4,38,Sales Executive,3,Married,8237,2,No,11,3,11,3,3,7,6,7,6
1590,Male,29,No,Travel_Frequently,Research & Development,2,Life Sciences,1,87,Healthcare Representative,4,Divorced,8853,1,No,19,3,6,0,4,6,4,1,3
1591,Male,50,No,Travel_Rarely,Sales,9,Marketing,3,59,Manager,3,Married,19331,4,Yes,16,3,27,2,3,1,0,0,0
1592,Male,23,No,Travel_Rarely,Research & Development,10,Technical Degree,4,45,Research Scientist,3,Married,2073,2,No,16,3,4,2,3,2,2,2,2
1594,Male,36,No,Travel_Frequently,Research & Development,6,Life Sciences,1,80,Laboratory Technician,1,Married,5562,3,Yes,13,3,9,3,3,3,2,0,2
1595,Male,42,No,Travel_Rarely,Research & Development,9,Other,4,93,Manager,4,Single,19613,8,No,22,4,24,2,3,1,0,0,1
1596,Male,35,No,Travel_Rarely,Research & Development,28,Life Sciences,2,46,Laboratory Technician,3,Married,3407,1,No,17,3,10,3,2,10,9,6,8
1597,Male,34,No,Travel_Frequently,Research & Development,10,Technical Degree,4,92,Healthcare Representative,3,Married,5063,1,No,14,3,8,3,2,8,2,7,7
1598,Female,40,No,Travel_Rarely,Sales,14,Life Sciences,4,84,Sales Executive,1,Married,4639,1,No,15,3,5,2,3,5,4,1,2
1599,Male,43,No,Travel_Rarely,Research & Development,27,Technical Degree,4,87,Laboratory Technician,2,Divorced,4876,5,No,12,3,8,0,3,6,4,0,2
1601,Male,35,No,Travel_Rarely,Research & Development,7,Life Sciences,3,63,Laboratory Technician,4,Married,2690,1,No,18,3,1,5,2,1,0,0,1
1602,Male,46,No,Travel_Rarely,Sales,1,Life Sciences,4,56,Manager,1,Single,17567,1,No,15,3,27,5,1,26,0,0,12
1604,Male,28,Yes,Travel_Rarely,Research & Development,24,Medical,3,51,Laboratory Technician,2,Married,2408,1,Yes,17,3,1,3,3,1,1,0,0
1605,Female,22,No,Non-Travel,Research & Development,26,Other,2,85,Research Scientist,3,Married,2814,1,Yes,14,3,4,2,2,4,2,1,3
1606,Male,50,No,Travel_Frequently,Research & Development,20,Medical,2,41,Healthcare Representative,3,Married,11245,2,Yes,15,3,32,3,3,30,8,12,13
1607,Female,32,No,Travel_Rarely,Research & Development,5,Other,2,35,Research Scientist,4,Married,3312,3,No,17,3,6,3,3,3,2,0,2
1608,Female,44,No,Travel_Rarely,Research & Development,7,Medical,2,31,Research Director,4,Divorced,19049,0,Yes,14,3,23,4,2,22,7,1,10
1609,Male,30,No,Travel_Rarely,Research & Development,7,Medical,2,48,Research Scientist,2,Married,2141,1,No,12,3,6,3,2,6,4,1,1
1611,Female,45,No,Travel_Rarely,Research & Development,5,Medical,3,50,Laboratory Technician,1,Single,5769,1,Yes,14,3,10,3,3,10,7,1,4
1612,Male,45,No,Non-Travel,Sales,26,Marketing,1,52,Sales Executive,1,Married,4385,1,No,15,3,10,2,3,10,7,4,5
1613,Male,31,No,Travel_Frequently,Sales,2,Other,4,54,Sales Executive,1,Single,5332,7,No,13,3,10,3,3,5,2,0,3
1614,Female,36,No,Travel_Rarely,Research & Development,12,Life Sciences,3,76,Manufacturing Director,3,Married,4663,9,Yes,12,3,7,2,3,3,2,1,1
1615,Male,34,No,Travel_Frequently,Research & Development,10,Life Sciences,3,42,Manufacturing Director,4,Divorced,4724,1,No,13,3,9,3,3,9,7,7,2
1617,Female,49,No,Travel_Rarely,Research & Development,25,Life Sciences,3,84,Laboratory Technician,1,Married,3211,1,No,14,3,10,3,2,9,6,1,4
1618,Male,39,No,Travel_Rarely,Research & Development,10,Medical,2,76,Manufacturing Director,1,Married,5377,2,No,13,3,10,3,3,7,7,7,7
1619,Male,27,No,Travel_Rarely,Research & Development,19,Other,4,67,Laboratory Technician,1,Divorced,4066,1,No,11,3,7,3,3,7,7,0,7
1621,Male,35,No,Travel_Rarely,Research & Development,18,Life Sciences,2,48,Research Scientist,1,Married,5208,1,No,11,3,16,2,3,16,15,1,10
1622,Female,28,No,Travel_Rarely,Research & Development,27,Medical,2,39,Manufacturing Director,1,Divorced,4877,0,No,21,4,6,5,2,5,3,0,0
1623,Male,21,No,Travel_Rarely,Research & Development,5,Medical,3,97,Research Scientist,4,Single,3117,1,No,18,3,3,2,3,2,2,2,2
1624,Female,18,Yes,Travel_Frequently,Sales,3,Medical,2,70,Sales Representative,4,Single,1569,1,Yes,12,3,0,2,4,0,0,0,0
1625,Female,47,No,Travel_Rarely,Human Resources,26,Life Sciences,4,98,Manager,3,Married,19658,3,No,11,3,27,2,3,5,2,1,0
1627,Male,39,No,Travel_Rarely,Research & Development,3,Medical,3,76,Laboratory Technician,3,Divorced,3069,0,No,15,3,11,3,3,10,8,0,7
1628,Female,40,No,Travel_Rarely,Research & Development,15,Life Sciences,1,80,Manufacturing Director,3,Married,10435,1,No,13,3,18,2,3,18,15,14,12
1630,Female,35,No,Non-Travel,Research & Development,8,Life Sciences,3,52,Healthcare Representative,3,Married,4148,1,No,12,3,15,5,3,14,11,2,9
1631,Male,37,No,Travel_Rarely,Research & Development,19,Life Sciences,3,85,Manufacturing Director,3,Married,5768,3,No,17,3,9,2,2,4,3,0,2
1633,Female,39,No,Travel_Frequently,Research & Development,4,Medical,1,81,Manufacturing Director,3,Single,5042,0,No,13,3,10,2,1,9,2,3,8
1635,Female,45,No,Travel_Rarely,Research & Development,2,Other,4,59,Manufacturing Director,4,Divorced,5770,1,No,19,3,10,3,3,10,7,3,9
1638,Female,38,No,Travel_Rarely,Research & Development,2,Medical,4,54,Manufacturing Director,3,Married,7756,3,Yes,19,3,10,6,4,5,4,0,2
1639,Male,35,Yes,Travel_Rarely,Sales,10,Medical,4,55,Sales Executive,1,Married,10306,9,No,17,3,15,3,3,13,12,6,0
1640,Female,37,No,Travel_Rarely,Research & Development,10,Medical,2,71,Research Scientist,2,Married,3936,1,No,11,3,8,2,1,8,4,7,7
1641,Female,40,No,Travel_Rarely,Research & Development,16,Life Sciences,3,84,Manufacturing Director,4,Single,7945,6,Yes,15,3,18,2,2,4,2,3,3
1642,Male,44,No,Travel_Frequently,Human Resources,1,Human Resources,1,37,Human Resources,4,Married,5743,4,Yes,11,3,14,3,3,10,7,0,2
1644,Male,48,No,Travel_Frequently,Research & Development,4,Medical,3,89,Manager,4,Married,15202,2,No,25,4,23,3,3,2,2,2,2
1645,Male,35,Yes,Travel_Rarely,Sales,15,Medical,1,59,Sales Executive,4,Divorced,5440,6,Yes,14,3,7,2,2,2,2,2,2
1646,Female,24,No,Travel_Frequently,Research & Development,2,Technical Degree,1,32,Research Scientist,4,Single,3760,1,Yes,13,3,6,2,3,6,3,1,3
1647,Female,27,No,Travel_Rarely,Research & Development,8,Medical,2,86,Research Scientist,3,Married,3517,7,No,17,3,5,0,3,3,2,0,2
1648,Male,27,No,Travel_Frequently,Research & Development,2,Medical,4,87,Research Scientist,4,Single,2580,2,No,13,3,6,0,2,4,2,1,2
1649,Male,40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,73,Laboratory Technician,1,Single,2166,3,Yes,14,3,10,3,1,4,2,0,3
1650,Male,29,No,Travel_Rarely,Sales,10,Medical,3,42,Sales Executive,3,Single,5869,9,No,11,3,8,2,3,5,2,1,4
1651,Female,36,No,Travel_Rarely,Research & Development,5,Life Sciences,2,42,Healthcare Representative,1,Married,8008,4,No,12,3,9,6,3,3,2,0,2
1653,Male,25,No,Travel_Frequently,Research & Development,2,Life Sciences,4,77,Manufacturing Director,3,Divorced,5206,1,No,17,3,7,6,3,7,7,0,7
1654,Male,39,No,Travel_Rarely,Research & Development,12,Medical,4,66,Manufacturing Director,2,Married,5295,4,No,21,4,7,3,3,5,4,1,0
1655,Female,49,No,Travel_Rarely,Research & Development,22,Other,1,72,Research Director,2,Married,16413,3,No,16,3,27,2,3,4,2,1,2
1656,Female,50,No,Travel_Rarely,Research & Development,17,Life Sciences,4,50,Research Director,1,Divorced,13269,5,No,15,3,19,3,3,14,11,1,11
1657,Female,20,No,Travel_Rarely,Sales,2,Medical,3,31,Sales Representative,3,Single,2783,1,No,19,3,2,3,3,2,2,2,2
1658,Female,34,No,Travel_Rarely,Research & Development,3,Life Sciences,4,66,Research Scientist,2,Divorced,5433,1,No,12,3,11,2,3,11,8,7,9
1659,Male,36,No,Travel_Rarely,Research & Development,7,Life Sciences,1,77,Laboratory Technician,2,Single,2013,2,No,11,3,15,4,3,4,3,1,3
1661,Female,49,No,Travel_Rarely,Research & Development,6,Life Sciences,3,41,Healthcare Representative,3,Married,13966,2,Yes,19,3,30,3,3,15,11,2,12
1662,Female,36,No,Non-Travel,Research & Development,1,Medical,4,33,Manufacturing Director,3,Married,4374,0,No,15,3,4,6,3,3,2,1,2
1664,Male,36,No,Travel_Rarely,Research & Development,3,Life Sciences,4,79,Healthcare Representative,1,Divorced,6842,6,No,20,4,13,3,3,5,4,0,4
1665,Female,54,No,Travel_Rarely,Research & Development,22,Medical,2,91,Manager,3,Married,17426,3,No,25,4,36,6,3,10,8,4,7
1666,Male,43,No,Travel_Rarely,Research & Development,15,Life Sciences,3,65,Research Director,3,Married,17603,1,No,24,4,14,3,3,14,10,6,11
1667,Male,35,Yes,Travel_Frequently,Sales,12,Other,4,36,Sales Executive,4,Single,4581,3,Yes,24,4,13,2,4,11,9,6,7
1668,Male,38,No,Travel_Frequently,Research & Development,1,Life Sciences,4,90,Research Scientist,4,Married,4735,7,No,15,3,19,4,4,13,11,2,9
1669,Male,29,No,Travel_Rarely,Sales,5,Medical,1,43,Sales Executive,2,Divorced,4187,1,Yes,13,3,10,3,2,10,0,0,9
1670,Male,33,No,Travel_Rarely,Sales,2,Medical,4,93,Sales Executive,4,Divorced,5505,1,No,14,3,6,5,3,6,2,0,4
1671,Male,32,No,Travel_Rarely,Research & Development,2,Medical,4,45,Research Scientist,2,Divorced,5470,0,No,13,3,10,4,2,9,5,1,6
1673,Female,31,No,Travel_Rarely,Sales,5,Life Sciences,1,67,Sales Executive,4,Married,5476,1,No,11,3,10,2,3,10,0,0,2
1674,Female,49,No,Travel_Rarely,Research & Development,16,Medical,4,74,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,17,2,2,2,2,2,2
1675,Female,38,No,Travel_Frequently,Research & Development,2,Medical,4,42,Laboratory Technician,2,Single,2440,1,No,22,4,4,3,3,4,3,3,3
1676,Female,47,No,Travel_Rarely,Sales,2,Life Sciences,2,47,Manager,2,Divorced,15972,6,No,14,3,29,2,3,3,2,1,2
1677,Male,49,No,Travel_Rarely,Research & Development,1,Life Sciences,3,36,Manager,3,Single,15379,4,No,14,3,23,2,3,8,7,0,0
1678,Male,41,No,Travel_Rarely,Sales,23,Life Sciences,4,80,Sales Executive,3,Single,7082,3,Yes,16,3,21,2,3,2,0,0,2
1680,Male,20,No,Travel_Rarely,Sales,9,Life Sciences,4,54,Sales Representative,1,Single,2728,1,No,11,3,2,3,3,2,2,0,2
1681,Female,33,No,Non-Travel,Sales,16,Life Sciences,3,36,Sales Executive,4,Divorced,5368,1,Yes,25,4,7,2,3,6,5,1,2
1682,Male,36,No,Travel_Rarely,Research & Development,26,Life Sciences,1,80,Healthcare Representative,3,Married,5347,6,No,14,3,10,2,2,3,2,0,2
1683,Female,44,No,Travel_Rarely,Human Resources,1,Life Sciences,3,44,Human Resources,4,Divorced,3195,4,Yes,18,3,8,2,3,2,2,2,2
1684,Male,23,Yes,Travel_Rarely,Research & Development,8,Medical,4,93,Laboratory Technician,3,Single,3989,1,Yes,11,3,5,2,3,5,4,1,2
1687,Female,38,No,Travel_Rarely,Research & Development,4,Medical,4,87,Laboratory Technician,3,Married,3306,7,No,19,3,7,5,2,0,0,0,0
1689,Male,53,No,Travel_Rarely,Research & Development,24,Medical,2,48,Healthcare Representative,4,Married,7005,3,No,15,3,11,2,3,4,3,1,2
1691,Female,48,Yes,Travel_Frequently,Sales,7,Medical,4,95,Sales Representative,3,Married,2655,2,Yes,11,3,19,3,3,9,7,7,7
1692,Male,32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,95,Laboratory Technician,2,Single,1393,1,No,12,3,1,2,3,1,0,0,0
1693,Male,26,No,Non-Travel,Research & Development,7,Medical,4,76,Laboratory Technician,4,Single,2570,1,No,20,4,7,5,3,7,7,5,7
1694,Male,55,No,Travel_Rarely,Research & Development,22,Technical Degree,1,94,Research Scientist,2,Divorced,3537,5,No,12,3,8,1,3,4,2,1,2
1696,Male,34,No,Travel_Rarely,Research & Development,5,Medical,2,57,Laboratory Technician,4,Married,3986,1,No,14,3,15,3,4,15,10,4,13
1697,Male,60,No,Travel_Rarely,Research & Development,1,Medical,3,92,Healthcare Representative,4,Divorced,10883,3,No,20,4,19,2,4,1,0,0,0
1698,Male,33,No,Travel_Rarely,Research & Development,21,Medical,2,79,Laboratory Technician,2,Married,2028,1,No,18,3,14,6,3,14,11,2,13
1700,Male,37,No,Travel_Frequently,Sales,1,Medical,3,31,Sales Executive,4,Divorced,9525,1,No,14,3,6,2,2,6,3,1,3
1701,Female,34,No,Travel_Rarely,Research & Development,19,Life Sciences,2,35,Research Scientist,4,Married,2929,1,No,12,3,10,3,3,10,9,8,7
1702,Male,23,Yes,Travel_Rarely,Sales,7,Life Sciences,3,99,Sales Representative,4,Divorced,2275,1,Yes,21,4,3,2,3,3,2,0,2
1703,Female,44,No,Travel_Rarely,Research & Development,2,Life Sciences,3,96,Healthcare Representative,4,Married,7879,1,Yes,19,3,9,2,3,8,7,6,7
1704,Male,35,No,Travel_Frequently,Research & Development,2,Medical,1,79,Research Scientist,4,Single,4930,0,Yes,14,3,6,2,4,5,4,1,4
1706,Male,43,No,Travel_Rarely,Sales,2,Medical,4,73,Sales Executive,4,Married,7847,1,Yes,17,3,10,3,3,10,9,8,8
1707,Male,24,No,Travel_Rarely,Research & Development,9,Medical,3,62,Research Scientist,3,Married,4401,1,No,16,3,5,1,3,5,3,0,4
1708,Male,41,No,Travel_Rarely,Sales,6,Marketing,4,35,Sales Executive,3,Single,9241,1,No,12,3,10,3,3,10,8,8,7
1709,Female,29,No,Travel_Rarely,Research & Development,9,Medical,4,43,Laboratory Technician,3,Married,2974,9,No,17,3,9,2,3,5,3,1,2
1710,Female,36,No,Travel_Rarely,Sales,2,Life Sciences,3,51,Sales Representative,4,Single,4502,3,No,15,3,17,2,2,13,7,6,7
1712,Male,45,No,Non-Travel,Research & Development,1,Life Sciences,3,74,Healthcare Representative,3,Married,10748,3,No,23,4,25,3,2,23,15,14,4
1714,Male,24,Yes,Travel_Rarely,Human Resources,22,Human Resources,4,58,Human Resources,3,Married,1555,1,No,11,3,1,2,3,1,0,0,0
1716,Male,47,Yes,Travel_Frequently,Sales,9,Life Sciences,3,82,Sales Executive,3,Married,12936,7,No,11,3,25,3,1,23,5,14,10
1718,Male,26,No,Travel_Rarely,Research & Development,17,Medical,4,62,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,4,3,2,0,2
1719,Female,45,No,Travel_Rarely,Research & Development,28,Technical Degree,4,48,Research Director,2,Single,16704,1,No,11,3,21,2,3,21,6,8,6
1720,Male,32,No,Travel_Frequently,Research & Development,10,Life Sciences,1,56,Research Scientist,3,Married,3433,6,No,13,3,10,3,2,5,2,1,3
1721,Male,31,No,Travel_Rarely,Research & Development,2,Life Sciences,2,69,Laboratory Technician,3,Married,3477,1,No,14,3,6,2,4,5,2,0,3
1722,Male,41,No,Non-Travel,Human Resources,4,Human Resources,3,60,Human Resources,2,Married,6430,6,No,19,3,10,4,3,3,2,1,2
1724,Female,40,No,Travel_Rarely,Research & Development,8,Life Sciences,2,92,Manufacturing Director,1,Married,6516,2,Yes,16,3,18,3,3,1,0,0,0
1725,Male,24,No,Travel_Rarely,Research & Development,29,Medical,2,91,Laboratory Technician,1,Divorced,3907,1,No,13,3,6,2,4,6,2,1,2
1727,Male,46,No,Travel_Rarely,Research & Development,13,Life Sciences,3,34,Healthcare Representative,2,Single,5562,6,No,14,3,19,3,3,10,7,0,9
1728,Male,35,No,Travel_Rarely,Research & Development,27,Life Sciences,4,49,Manufacturing Director,3,Married,6883,2,No,16,3,17,3,3,7,7,0,7
1729,Male,30,No,Travel_Rarely,Research & Development,16,Life Sciences,2,33,Research Scientist,4,Married,2862,1,No,12,3,10,2,2,10,0,0,8
1731,Male,47,No,Non-Travel,Sales,2,Marketing,3,87,Sales Executive,2,Married,4978,7,No,11,3,4,3,1,1,0,0,0
1732,Male,46,No,Travel_Rarely,Sales,2,Life Sciences,3,74,Sales Executive,4,Divorced,10368,4,Yes,12,3,13,5,2,10,6,0,3
1733,Male,36,Yes,Travel_Rarely,Sales,13,Marketing,2,96,Sales Executive,1,Divorced,6134,5,Yes,13,3,16,3,3,2,2,2,2
1734,Male,32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,34,Sales Executive,2,Single,6735,6,No,15,3,10,2,3,0,0,0,0
1735,Female,23,No,Travel_Rarely,Research & Development,4,Medical,3,51,Laboratory Technician,2,Single,3295,1,No,13,3,3,3,1,3,2,1,2
1736,Female,31,No,Travel_Frequently,Research & Development,24,Technical Degree,4,30,Manufacturing Director,4,Single,5238,2,No,20,4,9,3,2,5,4,1,4
1737,Male,39,No,Non-Travel,Research & Development,1,Life Sciences,4,77,Laboratory Technician,4,Married,6472,1,Yes,15,3,9,2,3,9,8,5,8
1739,Male,32,No,Travel_Rarely,Sales,19,Life Sciences,4,80,Sales Executive,3,Married,9610,3,No,13,3,10,2,1,4,3,0,2
1740,Male,40,No,Travel_Rarely,Sales,7,Medical,2,88,Manager,2,Single,19833,1,No,14,3,21,3,2,21,8,12,8
1744,Female,45,No,Travel_Rarely,Human Resources,4,Life Sciences,3,56,Human Resources,3,Married,9756,4,No,21,4,9,2,4,5,0,0,3
1745,Female,30,No,Travel_Frequently,Research & Development,2,Technical Degree,4,78,Research Scientist,1,Single,4968,0,No,16,3,10,2,3,9,7,0,7
1746,Male,24,No,Travel_Frequently,Human Resources,10,Medical,1,59,Human Resources,4,Married,2145,0,No,14,3,3,2,3,2,2,2,1
1747,Female,30,Yes,Travel_Frequently,Human Resources,8,Human Resources,3,66,Human Resources,4,Divorced,2180,6,No,11,3,6,0,2,4,2,1,2
1749,Male,31,No,Travel_Rarely,Sales,5,Technical Degree,1,51,Sales Executive,3,Married,8346,1,No,19,3,6,3,3,5,2,0,2
1751,Female,27,No,Travel_Rarely,Research & Development,8,Medical,3,67,Research Scientist,4,Single,3445,1,No,11,3,6,5,2,6,2,1,4
1752,Female,29,Yes,Travel_Rarely,Sales,9,Marketing,2,52,Sales Representative,2,Single,2760,1,No,13,3,2,3,3,2,2,2,2
1753,Male,29,No,Travel_Frequently,Research & Development,1,Life Sciences,4,70,Healthcare Representative,3,Single,6294,8,Yes,12,3,10,5,4,3,2,0,2
1754,Male,30,No,Travel_Rarely,Sales,15,Marketing,3,94,Sales Executive,1,Divorced,7140,2,No,11,3,12,2,3,7,7,1,7
1755,Male,34,No,Travel_Rarely,Research & Development,2,Medical,4,97,Research Scientist,4,Married,2932,0,Yes,14,3,6,3,3,5,0,1,2
1756,Female,33,No,Non-Travel,Sales,2,Marketing,4,62,Sales Executive,2,Single,5147,8,No,15,3,13,2,2,11,7,1,7
1757,Female,49,No,Travel_Rarely,Sales,11,Marketing,4,80,Sales Executive,4,Single,4507,3,No,12,3,8,1,4,5,1,0,4
1758,Female,33,Yes,Travel_Rarely,Sales,16,Life Sciences,1,74,Sales Executive,1,Single,8564,2,Yes,20,4,11,2,2,0,0,0,0
1760,Female,38,No,Travel_Frequently,Research & Development,2,Medical,3,75,Laboratory Technician,2,Married,2468,4,No,14,3,9,4,2,6,1,0,5
1761,Male,31,Yes,Travel_Rarely,Sales,16,Marketing,1,70,Sales Executive,3,Married,8161,2,No,13,3,10,2,3,1,0,0,0
1762,Female,29,No,Travel_Rarely,Research & Development,4,Technical Degree,4,91,Research Scientist,1,Divorced,2109,1,No,13,3,1,2,3,1,0,0,0
1763,Male,30,No,Travel_Rarely,Research & Development,16,Life Sciences,3,58,Healthcare Representative,3,Married,5294,3,No,16,3,10,3,3,7,0,1,7
1764,Male,32,No,Non-Travel,Research & Development,5,Technical Degree,2,65,Research Scientist,2,Single,2718,2,No,14,3,12,3,3,7,7,0,7
1766,Male,38,No,Travel_Rarely,Research & Development,18,Medical,2,60,Healthcare Representative,4,Married,5811,3,Yes,16,3,15,2,3,1,0,1,0
1767,Male,43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,3,38,Research Scientist,3,Married,2437,9,Yes,16,3,6,4,3,1,0,0,0
1768,Male,42,No,Travel_Rarely,Research & Development,12,Medical,2,57,Laboratory Technician,2,Divorced,2766,8,No,22,4,7,6,2,5,3,0,4
1770,Male,55,No,Travel_Rarely,Research & Development,2,Medical,3,60,Research Director,1,Married,19038,8,No,12,3,34,2,3,1,0,0,0
1771,Male,33,No,Non-Travel,Research & Development,4,Technical Degree,4,90,Research Scientist,2,Divorced,3055,5,No,15,3,11,2,2,9,8,1,7
1772,Male,41,No,Travel_Rarely,Research & Development,9,Life Sciences,3,94,Laboratory Technician,1,Divorced,2289,1,No,20,4,5,2,3,5,3,0,4
1774,Male,34,No,Non-Travel,Sales,10,Life Sciences,4,87,Sales Executive,3,Divorced,4001,1,Yes,14,3,15,3,3,15,14,0,7
1775,Female,53,No,Non-Travel,Research & Development,1,Medical,1,60,Manufacturing Director,3,Married,12965,4,Yes,20,4,27,2,2,3,2,0,2
1778,Male,43,No,Travel_Rarely,Human Resources,2,Life Sciences,2,97,Human Resources,4,Single,3539,0,No,13,3,10,5,3,9,7,1,8
1779,Female,34,No,Travel_Rarely,Sales,3,Life Sciences,4,32,Sales Executive,4,Single,6029,5,No,12,3,6,3,3,2,2,2,2
1780,Male,21,Yes,Travel_Rarely,Sales,7,Marketing,2,31,Sales Representative,2,Single,2679,1,No,13,3,1,3,3,1,0,1,0
1782,Female,38,No,Travel_Rarely,Research & Development,6,Other,4,40,Laboratory Technician,3,Married,3702,1,No,11,3,5,3,3,5,4,0,4
1783,Female,22,Yes,Travel_Rarely,Research & Development,8,Medical,3,79,Laboratory Technician,1,Married,2398,1,Yes,17,3,1,6,3,1,0,0,0
1784,Female,31,No,Travel_Rarely,Sales,29,Marketing,1,91,Sales Executive,4,Married,5468,1,No,14,3,13,3,3,12,7,5,7
1786,Female,51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,53,Manager,3,Married,13116,2,No,11,3,15,2,3,2,2,2,2
1787,Male,37,No,Travel_Rarely,Sales,9,Marketing,2,46,Sales Executive,2,Married,4189,1,No,14,3,5,2,3,5,2,0,3
1789,Male,46,No,Travel_Rarely,Research & Development,2,Medical,3,46,Research Director,4,Divorced,19328,7,Yes,17,3,24,3,3,2,1,2,2
1790,Male,36,No,Travel_Rarely,Research & Development,10,Life Sciences,4,90,Healthcare Representative,1,Married,8321,7,Yes,13,3,15,1,3,12,8,5,7
1792,Male,44,Yes,Travel_Frequently,Research & Development,1,Medical,3,99,Research Scientist,2,Divorced,2342,1,Yes,12,3,6,2,2,5,3,2,3
1794,Male,37,No,Travel_Rarely,Human Resources,8,Other,3,89,Human Resources,2,Divorced,4071,2,No,13,3,19,4,2,10,0,4,7
1797,Male,35,Yes,Travel_Rarely,Sales,27,Life Sciences,3,84,Sales Executive,4,Single,5813,1,Yes,18,3,10,2,3,10,7,7,7
1798,Male,33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,90,Research Scientist,1,Married,3143,6,No,19,3,14,1,3,10,8,7,6
1799,Male,28,No,Travel_Rarely,Research & Development,1,Life Sciences,3,82,Research Scientist,4,Married,2044,1,No,11,3,5,6,4,5,3,0,3
1800,Male,39,No,Travel_Rarely,Research & Development,10,Medical,3,65,Research Director,3,Single,13464,7,No,21,4,9,3,3,4,3,2,2
1801,Male,46,No,Non-Travel,Sales,26,Life Sciences,2,98,Sales Executive,2,Single,7991,8,No,15,3,6,3,3,2,2,2,2
1802,Female,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,99,Laboratory Technician,1,Married,3377,4,No,17,3,7,5,2,4,3,0,2
1803,Male,42,No,Travel_Rarely,Research & Development,13,Medical,2,95,Healthcare Representative,1,Married,5538,5,No,18,3,10,2,2,0,0,0,0
1804,Male,35,No,Non-Travel,Research & Development,2,Medical,2,90,Manufacturing Director,4,Divorced,5762,2,No,14,3,15,6,3,7,7,1,7
1805,Male,38,No,Non-Travel,Human Resources,2,Human Resources,1,100,Human Resources,2,Divorced,2592,5,No,13,3,13,3,3,11,10,3,8
1807,Male,34,Yes,Travel_Frequently,Research & Development,9,Life Sciences,4,93,Laboratory Technician,1,Married,5346,4,No,17,3,11,3,2,7,1,0,7
1809,Male,37,Yes,Travel_Rarely,Research & Development,10,Medical,4,58,Manufacturing Director,1,Single,4213,1,No,15,3,10,4,1,10,3,0,8
1812,Male,39,No,Travel_Frequently,Sales,20,Life Sciences,3,83,Sales Executive,4,Divorced,4127,2,No,18,3,7,6,3,2,1,2,2
1813,Male,43,No,Non-Travel,Research & Development,9,Life Sciences,1,52,Research Scientist,3,Single,2438,4,No,13,3,7,2,2,3,2,1,2
1814,Male,41,No,Travel_Rarely,Research & Development,5,Life Sciences,2,85,Healthcare Representative,2,Single,6870,3,No,12,3,11,3,1,3,2,1,2
1815,Female,41,No,Travel_Rarely,Sales,4,Marketing,3,81,Sales Executive,3,Divorced,10447,0,Yes,13,3,23,3,4,22,14,13,5
